Description	enabled	numinputs	min difficulty	expansion	start day	stop day	day of week	playerclass	require a	code a	number of a	modifier a	param1 a	param2 a	sockets a	gem 1 a	gem 2 a	gem 3 a	gem 4 a	gem 5 a	gem 6 a	require b	code b	number of b	modifier b	param1 b	param2 b	sockets b	gem 1 b	gem 2 b	gem 3 b	gem 4 b	gem 5 b	gem 6 b	require c	code c	number of c	modifier c	param1 c	param2 c	sockets c	gem 1 c	gem 2 c	gem 3 c	gem 4 c	gem 5 c	gem 6 c	require d	code d	number of d	modifier d	param1 d	param2 d	sockets d	gem 1 d	gem 2 d	gem 3 d	gem 4 d	gem 5 d	gem 6 d	require e	code e	number of e	modifier e	param1 e	param2 e	sockets e	gem 1 e	gem 2 e	gem 3 e	gem 4 e	gem 5 e	gem 6 e	require f	code f	number of f	modifier f	param1 f	param2 f	sockets f	gem 1 f	gem 2 f	gem 3 f	gem 4 f	gem 5 f	gem 6 f	require g	code g	number of g	modifier g	param1 g	param 2 g	gem 1 g	gem 2 g	gem 3 g	gem 4 g	gem 5 g	gem 6 g	function	product a	product code a	mods a	uses a	fixedlevel a	playerlevel pct a	itemlevel pct a	pmod1a	pmod2a	psocketsa	mod1a	mod1achance	mod1aparam	mod1amin	mod1amax	mod2a	mod2achance	mod2aparam	mod2amin	mod2amax	mod3a	mod3achance	mod3aparam	mod3amin	mod3amax	mod4a	mod4achance	mod4aparam	mod4amin	mod4amax	mod5a	mod5achance	mod5aparam	mod5amin	mod5amax	product b	product code b	mods b	uses b	fixedlevel b	playerlevel pct b	itemlevel pct b	pmod1b	pmod2b	psocketsb	mod1b	mod1bchance	mod1bparam	mod1bmin	mod1bmax	mod2b	mod2bchance	mod2bparam	mod2bmin	mod2bmax	mod3b	mod3bchance	mod3bparam	mod3bmin	mod3bmax	mod4b	mod4bchance	mod4bparam	mod4bmin	mod4bmax	mod5b	mod5bchance	mod5bparam	mod5bmin	mod5bmax
ulc + jew + r01 + r11 + r16 -> crf ass ulc 2	0	5	1	1	0	0	0	ass	itm	ulc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	ulc	0	0	0	75	75	crf		0	ac-hth		0	5	25	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
hbl + jew + r02 + r11 -> crf dru hbl 1	0	4	0	1	0	0	0	dru	itm	hbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							itm	r11	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	hbl	0	0	0	75	75	crf		0	hp/lvl		2	0	0	ac		0	5	10	ease		0	-5	-25	ac%		0	10	36						0		0	0	0	0	0			0																				0					0
uhc + jew + r02 + r11 + r16 -> crf dru uhc 2	0	5	1	1	0	0	0	dru	itm	uhc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uhc	0	0	0	75	75	crf		0	hp/lvl		4	0	0	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
mbl + jew + r03 + r11 -> crf sor mbl 1	0	4	0	1	0	0	0	sor	itm	mbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							itm	r11	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	mbl	0	0	0	75	75	crf		0	pierce-fire		0	5	10	ac		0	5	10	ease		0	-5	-25	ac%		0	10	36						0		0	0	0	0	0			0																				0					0
umc + jew + r03 + r11 + r16 -> crf sor umc 2	0	5	1	1	0	0	0	sor	itm	umc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	umc	0	0	0	75	75	crf		0	pierce-fire		0	5	20	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
hbl + jew + r04 + r11 -> crf pal hbl 1	0	4	0	1	0	0	0	pal	itm	hbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							itm	r11	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	hbl	0	0	0	75	75	crf		0	abs-fire%		0	2	5	ac		0	5	10	ease		0	-5	-25	ac%		0	10	36						0		0	0	0	0	0			0																				0					0
uhc + jew + r04 + r11 + r16 -> crf pal uhc 2	0	5	1	1	0	0	0	pal	itm	uhc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uhc	0	0	0	75	75	crf		0	abs-fire%		0	2	10	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
mbl + jew + r05 + r11 -> crf bar mbl 1	0	4	0	1	0	0	0	bar	itm	mbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							itm	r11	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	mbl	0	0	0	75	75	crf		0	howl		0	5	10	ac		0	5	10	ease		0	-5	-25	ac%		0	10	36						0		0	0	0	0	0			0																				0					0
uhc + jew + r05 + r11 + r16 -> crf bar uhc 2	0	5	1	1	0	0	0	bar	itm	umc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uhc	0	0	0	75	75	crf		0	howl		0	10	20	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
vbl + jew + r06 + r11 -> crf ama vbl 1	0	4	0	1	0	0	0	ama	itm	vbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							itm	r11	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	vbl	0	0	0	75	75	crf		0	dmg-cold/lvl		2	0	0	ac		0	5	10	ease		0	-5	-25	ac%		0	10	36						0		0	0	0	0	0			0																				0					0
uvc + jew + r06 + r11 + r16 -> crf ama uvc 2	0	5	1	1	0	0	0	ama	itm	uvc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uvc	0	0	0	75	75	crf		0	dmg-cold/lvl		4	0	0	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
mbl + jew + r07 + r11 -> crf nec mbl 1	0	4	0	1	0	0	0	nec	itm	mbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							itm	r11	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	mbl	0	0	0	75	75	crf		0	regen-mana		0	5	20	ac		0	5	10	ease		0	-5	-25	ac%		0	10	36						0		0	0	0	0	0			0																				0					0
umc + jew + r07 + r11 + r16 -> crf nec umc 2	0	5	1	1	0	0	0	nec	itm	umc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							itm	r11	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	umc	0	0	0	75	75	crf		0	regen-mana		0	5	40	ac		0	5	30	ease		0	-5	-50	ac%		0	20	101						0		0	0	0	0	0			0																				0					0
sml + jew + r01 + r08 -> crf ass sml 1	0	4	0	1	0	0	0	ass	itm	sml	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	sml	0	0	0	75	75	crf		0	block		0	3	8	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	ass	50	0	1	1	0		0	0	0	0	0			0																				0					0
uml + jew + r01 + r08 + r16 -> crf ass uml 2	0	5	1	1	0	0	0	ass	itm	uml	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uml	0	0	0	75	75	crf		0	block		0	3	12	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	ass	25	0	2	2	0		0	0	0	0	0			0																				0					0
lrg + jew + r02 + r08 -> crf dru lrg 1	0	4	0	1	0	0	0	dru	itm	lrg	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	lrg	0	0	0	75	75	crf		0	block		0	3	8	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	dru	50	0	1	1	0		0	0	0	0	0			0																				0					0
urg + jew + r02 + r08 + r16 -> crf dru urg 2	0	5	1	1	0	0	0	dru	itm	urg	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	urg	0	0	0	75	75	crf		0	block		0	3	12	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	dru	25	0	2	2	0		0	0	0	0	0			0																				0					0
buc + jew + r03 + r08 -> crf sor buc 1	0	4	0	1	0	0	0	sor	itm	buc	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	buc	0	0	0	75	75	crf		0	cast1		0	1	1	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	sor	50	0	1	1	0		0	0	0	0	0			0																				0					0
uuc + jew + r03 + r08 + r16 -> crf sor uuc 2	0	5	1	1	0	0	0	sor	itm	uuc	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uuc	0	0	0	75	75	crf		0	cast1		0	1	2	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	sor	25	0	2	2	0		0	0	0	0	0			0																				0					0
gts + jew + r04 + r08 -> crf pal gts 1	0	4	0	1	0	0	0	pal	itm	gts	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	gts	0	0	0	75	75	crf		0	block		0	3	8	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	pal	50	0	1	1	0		0	0	0	0	0			0																				0					0
uts + jew + r04 + r08 + r16 -> crf pal uts 2	0	5	1	1	0	0	0	pal	itm	uts	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uts	0	0	0	75	75	crf		0	block		0	3	12	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	pal	25	0	2	2	0		0	0	0	0	0			0																				0					0
tow + jew + r05 + r08 -> crf bar tow 1	0	4	0	1	0	0	0	bar	itm	tow	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	tow	0	0	0	75	75	crf		0	block		0	3	8	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	bar	50	0	1	1	0		0	0	0	0	0			0																				0					0
uow + jew + r05 + r08 + r16 -> crf bar uow 2	0	5	1	1	0	0	0	bar	itm	uow	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uow	0	0	0	75	75	crf		0	block		0	3	12	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	bar	25	0	2	2	0		0	0	0	0	0			0																				0					0
kit + jew + r06 + r08 -> crf ama kit 1	0	4	0	1	0	0	0	ama	itm	kit	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	kit	0	0	0	75	75	crf		0	block		0	3	8	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	ama	50	0	1	1	0		0	0	0	0	0			0																				0					0
uit + jew + r06 + r08 + r16 -> crf ama uit 2	0	5	1	1	0	0	0	ama	itm	uit	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uit	0	0	0	75	75	crf		0	block		0	3	12	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	ama	25	0	2	2	0		0	0	0	0	0			0																				0					0
gts + jew + r07 + r08 -> crf nec gts 1	0	4	0	1	0	0	0	nec	itm	gts	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							itm	r08	1		0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	gts	0	0	0	75	75	crf		0	cast1		0	1	1	ac		0	5	15	ease		0	-5	-25	ac%		0	10	36	nec	50	0	1	1	0		0	0	0	0	0			0																				0					0
uts + jew + r07 + r08 + r16 -> crf nec uts 2	0	5	1	1	0	0	0	nec	itm	uts	1	rar	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0									0		0	0	0									0		0	0							0	1	uts	0	0	0	75	75	crf		0	cast1		0	1	2	ac		0	5	45	ease		0	-5	-50	ac%		0	20	101	nec	25	0	2	2	0		0	0	0	0	0			0																				0					0
wax + r05 + r08 + r16 + r17 -> crf wax	0	5	0	1	0	0	0		itm	wax	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r17	1		0	0	0									0		0	0	0									0		0	0							0	1	wax	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
gix + r05 + r08 + r16 + r18 -> crf gix	0	5	0	1	0	0	0		itm	gix	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	gix	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	2	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
gwn + r07 + r08 + r16 + r17 -> crf gwn	0	5	0	1	0	0	0		itm	gwn	1	rar	0	0	0							itm	r07	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r17	1		0	0	0									0		0	0	0									0		0	0							0	1	gwn	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
wsp + r04 + r08 + r16 + r17 -> crf wsp	0	5	0	1	0	0	0		itm	wsp	1	rar	0	0	0							itm	r04	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r17	1		0	0	0									0		0	0	0									0		0	0							0	1	wsp	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
fla + r04 + r08 + r16 + r18 -> crf fla	0	5	0	1	0	0	0		itm	fla	1	rar	0	0	0							itm	r04	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	fla	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
gma + r05 + r08 + r16 + r19 -> crf gma	0	5	0	1	0	0	0		itm	gma	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r19	1		0	0	0									0		0	0	0									0		0	0							0	1	gma	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
wsd + r05 + r08 + r16 + r20 -> crf wsd	0	5	0	1	0	0	0		itm	wsd	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r20	1		0	0	0									0		0	0	0									0		0	0							0	1	wsd	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
gsd + r05 + r08 + r16 + r21 -> crf gsd	0	5	0	1	0	0	0		itm	gsd	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r21	1		0	0	0									0		0	0	0									0		0	0							0	1	gsd	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
bld + r07 + r08 + r16 + r18 -> crf bld	0	5	0	1	0	0	0		itm	bld	1	rar	0	0	0							itm	r07	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	bld	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
pik + r06 + r08 + r16 + r17 -> crf pik	0	5	0	1	0	0	0		itm	pik	1	rar	0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r17	1		0	0	0									0		0	0	0									0		0	0							0	1	pik	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	4	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
wsc + r05 + r08 + r16 + r22 -> crf wsc	0	5	0	1	0	0	0		itm	wsc	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r22	1		0	0	0									0		0	0	0									0		0	0							0	1	wsc	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
wst + r03 + r08 + r16 + r17 -> crf wst	0	5	0	1	0	0	0		itm	wst	1	rar	0	0	0							itm	r03	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r17	1		0	0	0									0		0	0	0									0		0	0							0	1	wst	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
lwb + r06 + r08 + r16 + r18 -> crf lwb	0	5	0	1	0	0	0		itm	lwb	1	rar	0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	lwb	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	2	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
skr + r01 + r08 + r16 + r17 -> crf skr	0	5	0	1	0	0	0		itm	skr	1	rar	0	0	0							itm	r01	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r17	1		0	0	0									0		0	0	0									0		0	0							0	1	skr	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
mxb + r06 + r08 + r16 + r19 -> crf mxb	0	5	0	1	0	0	0		itm	mxb	1	rar	0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r16	1		0	0	0							itm	r19	1		0	0	0									0		0	0	0									0		0	0							0	1	mxb	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	2	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7mp + r05 + r08 + r17 + r18 -> crf 7mp	0	5	0	1	0	0	0		itm	7mp	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	7mp	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7ga + r05 + r08 + r17 + r19 -> crf 7ga	0	5	0	1	0	0	0		itm	7ga	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r19	1		0	0	0									0		0	0	0									0		0	0							0	1	7ga	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7gw + r07 + r08 + r17 + r18 -> crf 7gw	0	5	0	1	0	0	0		itm	7gw	1	rar	0	0	0							itm	r07	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	7gw	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7qs + r04 + r08 + r17 + r18 -> crf 7qs	0	5	0	1	0	0	0		itm	7qs	1	rar	0	0	0							itm	r04	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	7qs	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7mt + r04 + r08 + r17 + r19 -> crf 7mt	0	5	0	1	0	0	0		itm	7mt	1	rar	0	0	0							itm	r04	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r19	1		0	0	0									0		0	0	0									0		0	0							0	1	7mt	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	4	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7bs + r05 + r08 + r17 + r20 -> crf 7bs	0	5	0	1	0	0	0		itm	7bs	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r20	1		0	0	0									0		0	0	0									0		0	0							0	1	7bs	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7gd + r05 + r08 + r17 + r21 -> crf 7gd	0	5	0	1	0	0	0		itm	7gd	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r21	1		0	0	0									0		0	0	0									0		0	0							0	1	7gd	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	4	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7di + r07 + r08 + r17 + r19 -> crf 7di	0	5	0	1	0	0	0		itm	7di	1	rar	0	0	0							itm	r07	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r19	1		0	0	0									0		0	0	0									0		0	0							0	1	7di	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	5	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7st + r06 + r08 + r17 + r18 -> crf 7st	0	5	0	1	0	0	0		itm	7st	1	rar	0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	7st	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7h7 + r05 + r08 + r17 + r22 -> crf 7h7	0	5	0	1	0	0	0		itm	7h7	1	rar	0	0	0							itm	r05	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r22	1		0	0	0									0		0	0	0									0		0	0							0	1	7h7	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	3	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
6ws + r03 + r08 + r17 + r18 -> crf 6ws	0	5	0	1	0	0	0		itm	6ws	1	rar	0	0	0							itm	r03	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	6ws	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	4	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
6sw + r06 + r08 + r17 + r19 -> crf 6sw	0	5	0	1	0	0	0		itm	6sw	1	rar	0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r19	1		0	0	0									0		0	0	0									0		0	0							0	1	6sw	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	2	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
7tw + r01 + r08 + r17 + r18 -> crf 7tw	0	5	0	1	0	0	0		itm	7tw	1	rar	0	0	0							itm	r01	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r18	1		0	0	0									0		0	0	0									0		0	0							0	1	7tw	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	1	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
6hx + r06 + r08 + r17 + r20 -> crf 6hx	0	5	0	1	0	0	0		itm	6hx	1	rar	0	0	0							itm	r06	1		0	0	0							itm	r08	1		0	0	0							itm	r17	1		0	0	0							itm	r20	1		0	0	0									0		0	0	0									0		0	0							0	1	6hx	0	0	0	75	75	crf		1	allskills	75	0	1	1	dmg%		0	25	68	att		0	50	200	swing1		0	0	4	allskills	33	0	1	1	0		0	0	0	0	0			0																				0					0
fhl + jew + r01 + sap -> hitpower helm	0	4	0	1	0	0	0		itm	fhl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	fhl	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	knock			1	1											0		0	0	0	0	0			0																				0					0
mbt + jew + r02 + sap -> hitpower boots	0	4	0	1	0	0	0		itm	mbt	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	mbt	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	ac-miss			10	20											0		0	0	0	0	0			0																				0					0
lgl + jew + r03 + sap -> hitpower gloves	0	4	0	1	0	0	0		itm	lgl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	lgl	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	ac-hth			10	20											0		0	0	0	0	0			0																				0					0
