name	version	completed	beta	rarity	Level	LevelReq	code	type	cost mult	cost add	transform	invtransform	transformcolor	ItemMod1Code	ItemMod1Param	ItemMod1Min	ItemMod1Max	ItemMod2Code	ItemMod2Param	ItemMod2Min	ItemMod2Max	ItemMod3Code	ItemMod3Param	ItemMod3Min	ItemMod3Max	ItemMod4Code	ItemMod4Param	ItemMod4Min	ItemMod4Max	ItemMod5Code	ItemMod5Param	ItemMod5Min	ItemMod5Max	ItemMod6Code	ItemMod6Param	ItemMod6Min	ItemMod6Max	ItemMod7Code	ItemMod7Param	ItemMod7Min	ItemMod7Max	ItemMod8Code	ItemMod8Param	ItemMod8Min	ItemMod8Max	ItemMod9Code	ItemMod9Param	ItemMod9Min	ItemMod9Max	ItemMod10Code	ItemMod10Param	ItemMod10Min	ItemMod10Max
Silkweave	100	1	0	1	44	36	xmb	Mesh Boots	5	5000	0	0		ac%	0	180	180	mana-kill	0	5	5	ac-miss	0	50	50	mana%	0	10	10	move2		30	30														0				0		0
Wartraveler	100	1	0	1	50	42	xtb	Battle Boots	5	5000	0	0		gold%	0	100	100	dex	0	10	10	mag%	45	45	45	dur%	0	100	100	move2	0	20	20	ac%	110	110	110										0				0		0
Gorerider	100	1	0	1	55	47	xhb	War Boots	5	5000	1	0	8	ease	0	-25	-25	bloody	1	1	1	deadly	0	15	15	dmg-max	0	10	10	move3	0	30	30	ac%	0	65	65		0				0				0				0		0
String of Ears	100	1	0	1	37	29	zlb	Demonhide Sash	5	5000	1	0	7	red-mag	0	15	15	red-dmg%	0	15	15	lifesteal	0	8	8	ac%	170	170	170		0				0				0				0				0		0				
Razortail	100	1	0	1	39	32	zvb	Sharkskin Belt	5	5000	0	0		thorns/lvl	2	2	2	str	0	5	5	pierce	0	1	1	ac	0	25	25																		0				0		0
Gloomstrap	100	1	0	1	45	36	zmb	Mesh Belt	5	5000	0	0		light	0	-3	-3	mana%	0	15	15	manasteal	0	5	5	ac%	0	100	100	vit	0	30	30														0				0		0
Snowclash	100	1	0	1	49	42	ztb	Battle Belt	5	5000	0	0		gethit-skill	59	5	0	abs-cold	5	5	5	res-cold-max	0	15	15	dmg-cold	0	5	15	ac%	0	70	70														0				0		0
Thudergod's Vigor	100	1	0	1	55	47	zhb	War Belt	5	5000	0	0		gethit-skill	121	3	2	dmg-ltng	0	5	15	res-ltng-max	0	10	10	res-ltng	0	10	10	ac%	0	110	110	mana	0	15	15										0				0		0
Elite Uniques																																																					
Harlequin Crest	100	1	0	1	69	62	uap	Shako	3	5000	1	1	12	allskills	0	2	2	hp%	0	40	40	mana/lvl	0	10	10	mag%	0	50	50	ac%	0	100	100	indestruct	0	1	1		0				0				0				0		0
Veil of Steel	100	1	0	1	77	73	uhm	Spired Helm	3	5000	1	1	1	res-all	0	35	35	ac%	0	150	150	str	0	15	15	vit/lvl	0	12	12	light	0	4	4	indestruct	0	1	1	ac	0	30	30		0				0				0		0
The Gladiator's Bane	100	1	0	1	85	85	utu	Wire Fleece	3	5000	1	1	1	ac%	0	150	150	red-mag	0	20	20	red-dmg	0	25	25	thorns	0	20	20	res-pois-len	0	40	40	indestruct	0	1	1	balance3	0	30	30	ac	0	50	50	nofreeze	0	1	1				
Arkaine's Valor	100	1	0	1	85	85	upl	Balrog Skin	3	5000	1	1	7	ac%	0	200	200	vit/lvl	20	0	0	balance2	0	30	30	hp/lvl	16	0	0	allskills	0	2	2	indestruct	0	1	1	res-fire	0	50	50		0		0								
Blackoak Shield	100	1	0	1	67	61	uml	Luna	3	5000	0	0		dex	0	30	30	ac%/lvl	20	20	20	abs-cold/lvl	6	6	6	gethit-skill	72	4	5	indestruct	0	1	1	hp	100	100	100	block3	0	50	50	half-freeze	1	1	1		0		0				
Stormshield	100	1	0	1	77	73	uow	Aegis	3	5000	0	0		ac/lvl	24	24	24	red-dmg%	35	35	35	str	30	30	30	indestruct	0	1	1	block3	0	35	35	res-ltng	0	25	25	block	25	25	25	res-cold	0	60	60		0				0		0
Hellslayer	100	1	0	1	71	66	7bt	Decapitator	5	5000	1	1	8	str	0	35	35	vit/lvl	16	16	16	dmg%/lvl	20			dmg-fire	0	40	60	mana	0	60	60	indestruct	0	1	1	dmg%	0	150	150	att-skill	47	10	3						0		0
Messerschmidt's Reaver	100	1	0	1	75	70	7ga	Champion Axe	5	5000	1	1	3	dmg%/lvl	0	24	24	dmg%	0	200	200	str	0	15	15	dex	0	15	15	vit	0	15	15	enr	0	15	15	thorns/lvl	0	8	8	dmg-fire	0	30	70	indestruct	0	1	1				
Baranar's Star	100	1	0	1	70	65	7mt	Devil Star	5	5000	1	1	7	att%	0	200	200	dmg%	0	200	200	vit/lvl	12	12	12	dex	0	15	15	swing3	0	30	30	indestruct	0	1	1	hit-skill	56	10	5		0				0				0		0
Schaefer's Hammer	100	1	0	1	83	79	7wh	Legendary Mallet	5	5000	1	1	4	hit-skill	42	5	5	hp	0	50	50	att/lvl	16	16	16	res-ltng	0	50	50	swing2	0	20	20	dmg/lvl	16	16	16	indestruct	0	1	1	dmg%	0	75	75		0				0		0
The Cranium Basher	100	1	0	1	91	87	7gm	Thunder Maul	5	5000	1	1	3	swing2	0	20	20	indestruct	0	1	1	str	0	25	25	res-all	0	45	45	crush	0	60	60	dmg-norm	0	50	80	dmg%	0	180	180	hit-skill	66	4	4								
Lightsabre	100	1	0	1	66	58	7sb	Elegant Blade	5	5000	1	1	12	light	0	7	7	hit-skill	53	5	0	ignore-ac	1	1	1	abs-ltng%	0	30	30	ac-miss	0	100	100	swing3	0	50	50	indestruct	0	1	1	dmg%	200	200	200		0		0				
Doombringer	100	1	0	1	75	69	7b7	Champion Sword	5	5000	1	1	8	hp%	0	25	25	dmg%	0	200	200	att%	40	40	40	indestruct	0	1	1	dmg-norm	0	30	100	hit-skill	72	5	3		0								0				0		0
The Grandfather	100	1	0	1	85	81	7gd	Colossus Blade	5	5000	1	1	13	str	0	20	20	dex	0	20	20	mana%	25	25	25	hp%	25	25	25	att%	0	150	150	hp	0	175	175	dmg/lvl	20	20	20	indestruct	0	1	1	dmg%	0	150	150				
Wizardspike	100	1	0	1	69	61	7dg	Bone Knife	5	5000	1	1	1	mana/lvl	16	16	16	regen-mana	15	15	15	mana%	15	15	15	res-all	0	50	50	indestruct	0	1	1	cast3	0	50	50	res-all	0	45	45		0				0				0		0
Constricting Ring	100	0	0	1	95	95	rin	Ring	5	5000	1	1	6	res-all	0	100	100	regen	0	-50	-50	mag%		100	100	res-all-max	0	15	15						0				0				0				0		0				
Stormspire	100	1	0	1	78	70	6ws	Archon Staff	5	5000	1	1	5	res-ltng	0	40	40	gethit-skill	53	5	5	mana/lvl	0	24	24	str	0	10	10	gethit-skill	38	2	0	regen-mana	0	20	20	indestruct	0	1	1	cast3	50	50	50	mana%	30	30	30		0		0
Eaglehorn	100	1	0	1	77	69	6l7	Crusader Bow	5	5000	1	1	16	ignore-ac	1	1	1	att/lvl	12	12	12	dmg%/lvl	16	16	16	dmg-ltng	0	45	75	indestruct	0	1	1	dmg%	0	200	200	dmg-norm	0	20	40		0				0				0		0
Windforce	100	1	0	1	80	73	6lw	Hydra Bow	5	5000	1	1	14	dex	0	35	35	dmg/lvl	25	25	25	regen-stam	0	30	30	manasteal	0	8	8	knock	0	1	1	dmg%	0	250	250	swing2	20	20	20						0				0		0
Rings																																																					0
Bul Katho's Wedding Band	100	1	0	1	66	58	rin	Ring	5	5000	1	1	18	hp	0	20	20	allskills	0	1	1	lifesteal	0	4	4	stam		50	50		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0				
The Cat's Eye	100	1	0	5	58	50	amu	Amulet	5	5000	1	1	19	move3	0	30	30	swing2	0	20	20	ac	0	75	75	stam	0	20	20	ac-miss	0	45	45		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0
The Rising Sun	100	1	0	5	73	65	amu	Amulet	5	5000	1	1	15	abs-fire/lvl	8	8	8	light	0	4	4	gethit-skill	56	2	0	dmg-fire	0	24	48		0	0	0		0	0	0		0	0	0		0	0	0								
Crescent Moon	100	1	0	5	58	50	amu	Amulet	5	5000	1	1	4	manasteal	0	15	15	red-mag	0	10	10	dmg-to-mana	0	10	10	light	0	-2	-2	mana	0	45	45		0	0	0		0														
Mara's Kaleidoscope	100	1	0	5	80	67	amu	Amulet	5	5000	1	1	19	allskills	0	1	1	res-all	0	20	20	str	0	5	5	dex	0	5	5	vit	0	5	5	enr	0	5	5		0														
Atma's Scarab	100	1	0	5	60	60	amu	Amulet	5	5000	1	1	12	pois-min	0	75	75	pois-max	0	100	100	pois-len	0	100	100	res-pois	0	75	75	light	0	3	3	thorns	0	4	4	hit-skill	66	2	4												
Dwarf Star	100	1	0	10	53	45	rin	Ring	5	5000	1	1	2	gold%	0	70	70	stam	0	25	25	regen-stam	0	15	15	hp	0	40	40	red-mag	0	15	15		0																		
Raven Frost	100	1	0	10	53	45	rin	Ring	5	5000	1	1	6	gethit-skill	44	4	5	nofreeze	0	1	1	cold-min	0	15	15	cold-max	0	25	25	res-cold	0	35	35		0				0														
Highlord's Wrath	100	1	0	5	73	65	amu	Amulet	5	5000	1	1	20	res-ltng	0	35	35	ltng-min	0	5	5	ltng-max	0	20	20	move3	0	30	30	allskills	0	1	1	deadly/lvl	0	8	8		0														
Saracen's Chance	100	1	0	5	55	47	amu	Amulet	5	5000	1	1	18	res-all	0	15	15	gethit-skill	76	2	5	hit-skill	66	3	5	str	0	10	10	dex	0	10	10		0				0														
Class Specific																																																					
Arreat's Face	100	1	0	1	50	42	baa	Slayer Guard	5	5000	1	0	0	bar	0	2	2	reduce-ac	0	15	15	dmg/lvl	4	4	4	ac%	0	25	25	hp	0	30	30	skilltab	12	1	1																0
Homunculus	100	1	0	1	50	42	nea	Heirophant Trophy	5	5000	1	0	0	nec	0	2	2	dmg-to-mana	0	25	25	mana/lvl	8	8	8	regen-mana	0	8	8	block	15	15	15	skilltab	6	1	1																0
Titan's Revenge	100	1	0	1	50	42	ama	Ceremonial Javelin	5	5000	1	0	0	ama	0	2	2	str	0	15	15	hp	0	30	30	dmg-ltng	0	20	30	rep-quant	5	5	5	knock	0	1	1	dmg%	0	60	60												0
Lycander's Aim	100	1	0	1	50	42	am7	Ceremonial Bow	5	5000	1	0	0	ama	0	2	2	dex	0	15	15	swing2	0	20	20	balance3	0	30	30	res-all	0	40	40	dmg%	0	80	80																0
Lycander's Flank	100	1	0	1	50	42	am9	Ceremonial Pike	5	5000	1	0	0	ama	0	2	2	deadly/lvl	4	4	4	swing3	0	30	30	knock	0	1	1	ac-miss	0	100	100	dmg%	0	150	150																0
The Oculus	100	1	0	1	50	42	oba	Swirling Crystal	5	5000	1	0	0	sor	0	2	2	mana/lvl	4	4	4	gethit-skill	54	3	10	slow	0	20	20	mana-kill	0	2	2	dmg-ltng	0	10	20																0
Herald of Zakarum	100	1	0	1	50	42	pa9	Aerin Shield	5	5000	1	0	0	pal	0	2	2	skilltab	10	1	1	block3	0	50	50	nofreeze	0	1	1	dmg-und/lvl	16	16	16	att-und/lvl	20	20	20	block	0	15	15	ac%	0	50	50								0
Cutthroat	100	1	0	1	50	42	9tw	Runic Talons	5	5000	1	0	0	ass	0	2	2	skilltab	19	1	1	reduce-ac	0	35	35	stupidity	0	1	1	dex	0	10	10	deadly	0	25	25	dmg%	0	35	35	swing3	50	50	50	mana	0	25	25				
Jalal's Mane	100	1	0	1	50	42	dra	Dream Spirit	5	5000	1	0	0	dru	0	2	2	skilltab	16	1	1	knock	0	1	1	balance2	0	20	20	crush	25	25	25	regen-stam	0	20	20	hp	50	50	50												0
The Scalper	100	0	0	1	0	0	7ha	Tomahawk	5	5000	1				0				0				0				0				0				0				0				0								0		0
Bloodmoon	100	0	0	1	0	0	7ax	Small Crescent	5	5000	1				0				0				0				0				0				0				0				0								0		0
Djinnslayer	100	0	0	1	0	0	72a	Ettin Axe	5	5000	1				0				0				0				0				0				0				0				0								0		0
Deathbit	100	0	0	1	0	0	7mp	War Spike	5	5000	1				0				0				0				0				0				0				0				0								0		0
Warshrike	100	0	0	1	0	0	7wa	Berserker Axe	5	5000	1				0				0				0				0				0				0				0				0								0		0
Gutsiphon	100	0	0	1	0	0	7ia	Feral Axe	5	5000	1				0				0				0				0				0				0				0				0								0		0
Razoredge	100	0	0	1	0	0	7ba	Silver Edged Axe	5	5000	1				0				0				0				0				0				0				0				0								0		0
Gore Ripper	100	0	0	1	0	0	7gi	Glorious Axe	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Demonlimb	100	0	0	1	0	0	7wn	Polished Wand	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Steelshade	100	0	0	1	0	0	7yw	Ghost Wand	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Tomb Reaver	100	0	0	1	0	0	7bw	Lich Wand	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Deaths's Web	100	0	0	1	0	0	7gw	Unearthed Wand	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Nature's Peace	100	0	0	1	0	0	7cl	Truncheon	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Horazon's Chalice	100	0	0	1	0	0	7sc	Mighty Scepter	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Seraph's Hymn	100	0	0	1	0	0	7qs	Seraph Rod	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Zakarum's Salvation	100	0	0	1	0	0	7ws	Caduceus	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Fleshripper	100	0	0	1	0	0	7sp	Tyrant Club	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Odium	100	0	0	1	0	0	7ma	Reinforced Mace	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Horizon's Tornado	100	0	0	1	0	0	7fl	Scourge	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Stone Crusher	100	0	0	1	0	0	7m7	Orge Maul	5	5000	1				0				0				0				0				0				0				0								0				0		0
Jadetalon	100	0	0	1	0	0	7ss	Falcata	5	5000	1				0				0				0				0				0				0				0								0				0		0
Shadowdancer	100	0	0	1	0	0	7sm	Ataghan	5	5000	1				0				0				0				0				0				0				0								0				0		0
Cerebus	100	0	0	1	0	0	7fc	Hydry Edge	5	5000	1				0				0				0				0				0				0				0								0				0		0
Tyrael's Might	100	0	0	1	0	0	7cr	Phase Blade	5	5000	1				0				0				0				0				0				0				0								0				0		0
Souldrain	100	0	0	1	0	0	7bs	Conquest Sword	5	5000	1				0				0				0				0				0				0				0								0				0		0
Runemaster	100	0	0	1	0	0	7ls	Cryptic Sword	5	5000	1				0				0				0				0				0				0				0								0				0		0
Deathcleaver	100	0	0	1	0	0	7wd	Mythical Sword	5	5000	1				0				0				0				0				0				0				0								0				0		0
Executioner's Justice	100	0	0	1	0	0	72h	Legend Sword	5	5000	1				0				0				0				0				0				0				0								0				0		0
Stoneraven	100	0	0	1	0	0	7cm	Highland Blade	5	5000	1				0				0				0				0				0				0				0								0				0		0
Leviathan	100	0	0	1	0	0	7gs	Balrog Blade	5	5000	1				0				0				0				0				0				0				0								0				0		0
Larzuk's Champion	100	0	0	1	0	0	7fb	Colossal Sword	5	5000	1				0				0				0				0				0				0				0								0				0		0
Wisp	100	0	0	1	0	0	7di	Mithral Point	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Gargoyle's Bite	100	0	0	1	0	0	7kr	Fanged Knife	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Lacerator	100	0	0	1	0	0	7bl	Legend Spike	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Mang Song's Lesson	100	0	0	1	0	0	7sr	Hyperion Spear	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Viperfork	100	0	0	1	0	0	7tr	Stygian Pike	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Blood Chalice	100	0	0	1	0	0	7br	Mancatcher	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Ethereal Edge	100	0	0	1	0	0	7st	Ghost Spear	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
The Long Rod	100	0	0	1	0	0	7p7	War Pike	5	5000	1																								0				0				0				0				0		0
Demonhorn's Edge	100	0	0	1	0	0	7o7	Ogre Axe	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
The Ensanguinator	100	0	0	1	0	0	7vo	Colossus Voulge	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
The Reaper's Toll	100	0	0	1	0	0	7s8	Thresher	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Spiritkeeper	100	0	0	1	0	0	7pa	Cryptic Axe	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Hellrack	100	0	0	1	0	0	7h7	Great Pollax	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Alma Negra	100	0	0	1	0	0	7wc	Giant Thresher	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Darkforge Spawn	100	0	0	1	0	0	6ss	Walking Stick	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Widowmaker	100	0	0	1	0	0	6sb	Spider Bow	5	5000	1																																						0				
Bloodraven's Charge	100	0	0	1	0	0	6hb	Blade Bow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Ghostflame	100	0	0	1	0	0	6lb	Shadow Bow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Shadowkiller	100	0	0	1	0	0	6cb	Great Bow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Gimmershred	100	0	0	1	0	0	6s7	Diamond Bow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Griffon's Eye	100	0	0	1	0	0	6sw	Ward Bow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Windhammer	100	0	0	1	0	0	6lx	Pellet Bow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Thunderstroke	100	0	0	1	0	0	6mx	Gorgon Crossbow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Giantmaimer	100	0	0	1	0	0	6hx	Colossus Crossbow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Demon's Arch	100	0	0	1	0	0	6rx	Demon Crossbow	5	5000	1				0				0				0				0				0				0				0				0				0				0		0
Boneflame	100	0	0	1	0	0	ukp	Hydraskull	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Steelpillar	100	0	0	1	0	0	ulm	Armet	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Nightwing's Veil	100	0	0	1	0	0	uhl	Giant Conch	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Crown of Ages	100	0	0	1	0	0	urn	Corona	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Andariel's Visage	100	0	0	1	0	0	usk	Demonhead	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Darkfear	100	0	0	1	0	0	uui	Dusk Shroud	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Dragonscale	100	0	0	1	0	0	uea	Wyrmhide	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Steel Carapice	100	0	0	1	0	0	ula	Scarab Husk	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Gillian's Brazier	100	0	0	1	0	0	ung	Diamond Mail	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Ravenlore	100	0	0	1	0	0	ucl	Loricated Mail	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Boneshade	100	0	0	1	0	0	uhn	Boneweave	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Nethercrow	100	0	0	1	0	0	urs	Great Hauberk	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Flamebellow	100	0	0	1	0	0	ult	Hellforged Plate	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Fathom	100	0	0	1	0	0	uld	Kraken Shell	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Wolfhowl	100	0	0	1	0	0	uth	Lacquered Plate	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Spirit Ward	100	0	0	1	0	0	uul	Shadow Plate	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Kira's Guardian	100	0	0	1	0	0	uar	Sacred Armor	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Ormus' Robes	100	0	0	1	0	0	utp	Archon Plate	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Gheed's Fortune	100	0	0	1	0	0	uuc	Heater	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Stormlash	100	0	0	1	0	0	urg	Hyperion	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Halaberd's Reign	100	0	0	1	0	0	uit	Monarch	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Warriv's Warder	100	0	0	1	0	0	uts	Ward	3	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Spike Thorn	100	0	0	1	0	0	ulg	Bramble Mitts	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Dracul's Grasp	100	0	0	1	0	0	ubg	Vampirebone Gloves	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Frostwind	100	0	0	1	0	0	umg	Vambraces	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Templar's Might	100	0	0	1	0	0	utg	Cruser Gauntlets	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Eschuta's temper	100	0	0	1	0	0	uhg	Ogre Gauntlets	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Firelizard's Talons	100	0	0	1	0	0	ulb	Wyrmhide Boots	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Sandstorm Trek	100	0	0	1	0	0	uvb	Scarabshell Boots	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Marrowwalk	100	0	0	1	0	0	umb	Boneweave Boots	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Heaven's Light	100	0	0	1	0	0	utb	Mirrored Boots	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Merman's Speed	100	0	0	1	0	0	uhb	Myrmidon Greaves	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Arachnid Mesh	100	0	0	1	0	0	ulc	Spiderweb Sash	5	5000	1	0			0				0				0				0				0				0				0				0				0				0		0
Nosferatu's Coil	100	1	0	1	0	0	uvc	Vamprefange Belt	5	5000	1	0		str	0	15	15	mana-kill	0	2	2	slow	0	10	10	lifesteal	0	5	5	swing1	0	3	3	light	0	-3	-3		0				0				0				0		0
Metalgrid	100	0	0	1	0	0	umc	Mithril Coil	5	5000	1	0			0								0				0				0				0				0				0				0				0		0
Verdugo's Hearty Cord	100	0	0	1	0	0	utc	Troll Belt	5	5000	1	0			0								0				0				0				0				0				0				0				0		0
Sigurd's Staunch	100	0	0	1	0	0	uhc	Colossus Girdle	5	5000	1	0			0								0				0				0				0				0				0				0				0		0
Carrion Wind	100	0	0	1	0	0	uh9	Bone Visage	3	5000	1	0			0								0				0				0				0				0				0				0				0		0
Giantskull	100	0	0	1	0	0	ush	Troll Nest	3	5000	1	0			0								0				0				0				0				0				0				0				0		0
Ironward	100	0	0	1	0	0	upk	Bladebarrier	3	5000	1	0			0								0				0				0				0				0				0				0				0		0
