Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	CanSlow	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDam1	LevDam2	LevDam3	EType	EMin	Emax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood
Redemption	173	0	0	0	18	0	6	0	255	255	255	0	0	0	RedemptionGhost	16	16	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
RedemptionFail	174	0	0	0	13	0	5	0	255	178	64	0	0	0	CorpseExplodeGuts	13	16	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
HandOfGod	175	2	2	0	9	0	10	0	255	255	255	0	0	1	LightningBolt	8	16	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	121	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
DiabFire	176	30	30	0	50	0	3	1	255	255	255	1	0	1	groundFireBig	37	16	0	1	12	36	3	0	0	1	1	1	0	1	4	2	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	20	50	5	6	7	0	0	0	0	32	1	0
FingerMageSpider	177	6	6	0	80	0	0	0	255	178	178	1	0	1	FingerMageSpider	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	7	0	3	9	2	2	2	fire	6	12	6	7	8	0	0	0	0	0	16	0
Electric ThrowAxe	178	24	24	0	20	0	4	0	255	255	255	1	0	1	MissileHandAxe	8	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	5	10	4	4	4	0	0	0	0	0	32	0
DiabWallMaker	179	20	20	0	80	0	3	0	255	178	64	2	0	1	groundFireMedium	2	16	0	1	1	2	3	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
DiabWall	180	0	0	0	36	0	3	1	255	178	64	0	0	1	groundFireMedium	37	16	0	1	12	36	3	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	3	0	1	5	4	5	6	fire	12	20	8	9	10	0	0	0	0	0	1	0
CurseAmplifyDamage	181	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseDimVision	182	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseWeaken	183	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseIronMaiden	184	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseTerror	185	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseAttract	186	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseReverseVampire	187	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseConfuse	188	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseDecrpify	189	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseLowerResist	190	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
CurseCenter	191	0	0	0	20	0	0	0	255	0	0	0	0	0	null	2	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BoneSpear	192	24	24	0	40	0	3	0	255	255	255	0	0	1	BoneSpear	6	16	0	0	0	0	3	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	84	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	16	0
BoneSpirit	193	12	12	0	128	0	3	0	255	255	255	1	0	1	BoneSpirit	8	16	0	0	0	0	3	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	93	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
ColdUnique	194	24	24	-1000	14	0	0	0	81	81	255	0	0	0	FrostNova	14	16	0	0	0	0	3	0	0	1	1	1	0	1	3	1	1	0	0	0	1	1	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	cold	6	8	4	4	4	75	25	25	25	0	16	0
LightUnique	195	12	12	0	98	0	3	1	255	255	255	1	3	1	ChargedBolt	10	16	0	1	2	8	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	1	1	2	2	2	0	0	0	0	64	16	0
SKBowArrow1	196	24	24	0	40	0	0	0	255	255	255	1	0	1	Arrow	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	1	3	3	3	3		0	0	0	0	0	0	0	0	0	10	32	0
SKBowArrow2	197	24	24	0	40	0	0	0	255	255	255	1	0	1	Arrow	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	1	3	3	3	3		0	0	0	0	0	0	0	0	0	10	32	0
SKBowArrow3	198	24	24	0	40	0	0	0	255	255	255	1	0	1	Arrow	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	1	4	4	4	4		0	0	0	0	0	0	0	0	0	10	32	0
SKBowArrow4	199	24	24	0	40	0	5	0	255	178	64	1	0	1	FireArrow	8	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	2	5	5	5	5	0	0	0	0	10	32	0
SKBowArrow5	200	24	24	0	40	0	5	0	255	255	255	1	0	1	SafeArrow	8	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	1	4	4	4	4	ltng	1	4	0	0	0	0	0	0	0	10	32	0
Nova1	201	24	24	-1000	13	0	0	0	255	255	255	0	0	0	null	2	16	0	0	0	0	3	0	0	1	1	0	0	1	4	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	48	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
Nova2	202	24	24	-1000	13	0	0	0	255	255	255	0	0	0	null	2	16	0	0	0	0	3	0	0	1	1	0	0	1	4	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	48	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
AndyPoisonBolt	203	20	20	0	50	0	5	0	255	255	255	3	0	0	poisonNova	30	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	1280	1792	1280	1280	1280	pois	32	64	32	32	32	800	0	0	0	0	32	0
TeethExplode	204	0	0	0	13	0	0	0	0	0	0	0	0	0	teethexplode	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
LightningJavelin	205	30	30	0	25	0	6	1	255	255	255	0	0	1	LightningJavelin	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	1	1	0	none	0	none	0	1	1	20	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
LightningFury	206	30	30	0	25	0	6	1	255	255	255	0	0	1	LightningJavelin	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	1	1	0	none	0	none	0	0	0	35	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
BoneWallMaker	207	12	12	0	7	2	3	0	255	255	255	0	0	0	null	2	16	0	0	0	0	8	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NecroMage1	208	14	14	0	30	0	5	0	255	255	255	1	0	0	poisonNova	30	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	1280	0	0	0	pois	6	6	1	1	1	500	250	250	250	0	32	0
NecroMage2	209	14	14	0	30	0	5	0	255	255	255	1	0	1	Icebolt	6	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	cold	1	4	1	1	1	25	25	25	25	0	16	0
NecroMage3	210	14	14	0	30	0	5	0	255	255	255	1	0	1	Firebolt	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	2	6	2	2	2	0	0	0	0	0	16	0
NecroMage4	211	14	14	0	30	0	5	0	255	255	255	1	0	1	ChargedBolt	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	1	7	1	1	1	0	0	0	0	0	16	0
Sparkle	212	4	4	0	30	0	0	0	255	255	255	1	0	1	Gleam	8	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	pois	2	6	2	2	2	0	0	0	0	0	1	0
MultipleShotArrow	213	24	24	0	50	0	0	0	255	255	255	1	0	0	Arrow	1	16	0	0	0	0	3	1	0	1	1	1	0	1	4	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	6	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	32	0
MultipleShotBolt	214	24	24	0	50	0	0	0	255	255	255	1	0	0	XBowBolt	1	16	0	0	0	0	3	1	0	1	1	1	0	1	4	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	6	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	32	0
ChargedStrikeBolt	215	12	12	0	98	0	3	1	255	255	255	1	3	1	ChargedBolt	10	16	0	1	2	8	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	2	4	2	2	2	0	0	0	0	0	16	0
BoneSpearExplode	216	0	0	0	13	0	0	0	0	0	0	0	0	0	teethexplode	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
PoisonExplosionCloud	217	0	0	0	60	0	0	0	128	255	128	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	1	1	1	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	83	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
BoneCast	218	0	0	0	20	0	0	0	255	255	255	0	0	0	BoneCast	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
BattleCry	219	12	12	-1000	12	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	16	0	0	0	0	3	0	0	1	1	0	0	1	4	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
PrimePoisonCloud	220	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	1	1	1	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	0	0	0	0	0	0	0	0	pois	10	10	5	5	5	300	20	20	20	0	8	0
PlagueJavCloud	221	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	1	1	1	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	25	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
RancidGasCloud	222	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	1	1	1	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	0	0	0	0	0	0	0	0	pois	123	123	0	0	0	50	0	0	0	0	8	0
ChokingGasCloud	223	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	1	1	1	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	0	0	0	0	0	0	0	0	pois	246	246	0	0	0	50	0	0	0	0	8	0
StranglingGasCloud	224	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	16	0	1	10	19	3	0	0	1	1	1	1	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	0	0	0	0	0	0	0	0	pois	369	369	0	0	0	50	0	0	0	0	8	0
BugLightning	225	12	12	0	98	0	3	1	255	255	255	1	3	1	ChargedBolt	10	16	0	1	2	8	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	0	0	ltng	256	256	128	128	128	0	0	0	0	64	16	0
PantherJav1	226	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	2	5	4	4	4		0	0	0	0	0	0	0	0	0	6	32	0
PantherJav2	227	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	3	7	4	4	4		0	0	0	0	0	0	0	0	0	6	32	0
PantherJav3	228	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	4	9	4	4	4		0	0	0	0	0	0	0	0	0	6	32	0
PantherJav4	229	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	5	11	5	5	5		0	0	0	0	0	0	0	0	0	6	32	0
ImmolationFire	230	0	0	0	90	25	5	1	255	178	64	0	0	1	groundFireBig	37	16	0	1	12	36	3	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	2	0	0	0	0	0	0	fire	7	9	5	5	5	0	0	0	0	32	1	0
FuryLightning	231	30	30	0	25	0	4	0	255	255	255	0	0	1	LightningStrike	8	16	0	1	0	7	3	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	35	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	32	0
LightningStrike	232	30	30	0	25	0	4	0	255	255	255	0	0	1	LightningStrike	8	16	0	0	0	0	3	1	0	1	1	1	0	1	4	2	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	ltng	8	14	2	2	2	0	0	0	0	64	32	0
FistoftheHeavensDelay	233	0	0	0	10	0	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	none	0	none	0	0	0	121	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
FistoftheHeavensBolt	234	12	12	0	50	0	8	0	222	222	255	1	2	1	HolyBoltMissile	16	16	0	0	0	0	3	1	1	1	0	0	0	0	4	1	0	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	mag	40	50	6	10	16	0	0	0	0	0	1	0
Warcry	235	12	12	-600	16	0	0	0	192	192	192	1	0	0	WarcryShockwave	16	16	0	0	0	0	3	0	0	1	1	0	0	1	6	1	1	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	154	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
BattleCommand	236	30	30	-500	15	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	16	0	0	0	0	3	0	1	1	1	0	0	1	4	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
BattleOrders	237	30	30	-500	15	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	16	0	0	0	0	3	0	1	1	1	0	0	1	4	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
PantherPotOrange	238	16	16	0	128	0	0	0	255	128	128	0	0	0	mslops	8	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	2	Radius	0	none	1	0	0	0	8	0	3	5	3	3	3	fire	2	5	3	3	3	0	0	0	0	0	1	0
PantherPotGreen	239	16	16	0	128	0	0	0	128	255	128	0	0	0	mslgps	8	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	40	Poison Length	0	none	1	0	0	0	1	0	0	0	0	0	0	pois	9	12	6	6	6	400	0	0	0	0	1	0
MeteorFire	240	0	0	0	90	0	3	1	255	178	64	0	0	1	groundFireMedium	37	16	0	1	12	36	3	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2	Rand Light Radius Add	0	none	0	0	0	0	3	0	0	0	0	0	0	fire	15	25	4	5	6	0	0	0	0	32	1	0
Trap Spike Right	241	9	9	0	50	0	0	0	255	255	255	1	0	1	SpikeRight	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
Trap Spike Left	242	9	9	0	50	0	0	0	255	255	255	1	0	1	SpikeLeft	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
Trap Cursed Skull Right	243	6	6	0	50	0	0	0	255	255	255	1	0	1	SkullRight	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
Trap Cursed Skull Left	244	6	6	0	50	0	0	0	255	255	255	1	0	1	SkullLeft	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
Trap Poison Ball Right	245	6	6	0	50	0	0	0	255	255	255	1	0	1	PoisonRight	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
Trap Poison Ball Left	246	6	6	0	50	0	0	0	255	255	255	1	0	1	PoisonLeft	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
Hydra	247	14	14	0	30	0	5	0	255	255	255	2	0	1	Firebolt	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	62	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
BoneSpearTrail	248	0	0	0	8	0	0	0	255	255	255	0	0	0	BoneSpearTrail	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
GrimWardSmallStart	249	0	0	0	5	0	0	0	0	0	0	0	0	0	GrimWardSmallStart	5	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardSmall	250	0	0	0	200	0	0	0	0	0	0	0	0	1	GrimWardSmall	1	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardSmallStop	251	0	0	0	9	0	0	0	0	0	0	0	0	0	GrimWardSmallStop	9	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardMediumStart	252	0	0	0	8	0	0	0	0	0	0	0	0	0	GrimWardMediumStart	8	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardMedium	253	0	0	0	200	0	0	0	0	0	0	0	0	1	GrimWardMedium	1	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardMediumStop	254	0	0	0	9	0	0	0	0	0	0	0	0	0	GrimWardMediumStop	9	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardLargeStart	255	0	0	0	8	0	0	0	0	0	0	0	0	0	GrimWardLargeStart	8	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardLarge	256	0	0	0	200	0	0	0	0	0	0	0	0	1	GrimWardLarge	1	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
GrimWardLargeStop	257	0	0	0	9	0	0	0	0	0	0	0	0	0	GrimWardLargeStop	9	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
ZakarumLight	258	0	0	0	12	0	3	1	255	255	255	0	0	1	LightningStrike	8	16	0	1	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	32	0
GrimWardScare	259	2	2	0	24	12	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	3	0	0	1	1	1	0	1	6	2	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
