skill	Id	charclass	ClassReq	Monster	Enhanceable	AttackRank	itemclass1	itemclass2	itemclass3	itemclass4	itemclass5	itemclass6	anim	monanim	seqnum	isaura	Durability	Shiver	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchMonsterNear	SelectDead	SearchOpenXY	TargetPet	TargetAlly	ItemEffect	range	AttackNoMana	reqlevel	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	State1	State2	State3	Delay	SkillPage	SkillRow	SkillColumn	IconCel	leftskl	manashift	mana	lvlmana	Interrupt	InTown	Periodic	Finishing	Passive	Param1	Param1 Description	Param2	Param2 Description	Param3	Param3 Description	Param4	Param4 Description	Param5	Param5 Description	Param6	Param6 Description	effect	leveleffect	InGame	Done	Open	Beta	What's left? - code	What's Left - art	ToHit	LevToHit	HitShift	SrcDam	MinDam	MaxDam	LevDam1	LevDam2	LevDam3	EType	EMin	EMax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	caster state	cost mult	cost add
Holy Fire	102	pal	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	Might			0	0	0	0	2	2	2	12	1	8	0	0	1	1	1	0	0	6	radius	1	additional radius per level	0	?	0	?	0	?	0	?	aura - every 2 second a pulse of fire hits against enemies in range	additional radius/effect	1	1	0	1	*Check	overlayH	0	0	6	0	0	0	0	0	0	fire	4	12	3	4	5	0	0	0	0		384	3000
Thorns	103	pal	0	0	1	9	*sd	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	2	2	3	14	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	250	% damage bounced back	40	% additional bounce back/level	30	% damage bounced back vs player	5	% additional bounce back/level vs player	aura physical damage by monsters is reflected back - PARTY	additional radius/effect	1	1	0	1	*Check	none	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Defiance	104	pal	0	0	1	4	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	3	2	2	16	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	70	% additional AC	10	% additional AC/level	0	?	0	?	aura boosts AC - PARTY	additional radius/effect	1	1	0	1	*Check	"overlayA, auraD"	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Resist Cold	105	pal	0	0	1	6	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	3	2	3	18	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	35	min % resist	150	max % resist	0	?	0	?	aura - PARTY (maybe we should make a curve that approaches 90%)	additional radius/effect	1	1	0	1	*Check	"overlayH, overlayR"	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Zeal	106	pal	0	0	1	2	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	0	0	1	1	0	0	0	0	0	0	h2h	1	12	0	0	0	0	Sacrifice			0	0	0	0	1	3	1	20	0	8	2	0	1	0	0	0	0	0	?	100	% frame rollback	0	% damage percent	0	damage % per level	2	Targets	5	Max targets	each level allows the paladin to hit 1 extra adjacent monster (in the same amount of time)	1 extra target and + to hit	1	1	0	1	*Check	overlayF	10	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Charge	107	pal	1	0	1	2	!bw	xxx	xxx	xxx	xxx	xxx	seq	seq	4	0	1	1	0	0	1	1	0	0	0	0	0	0	none	1	12	0	0	0	0	Smite			0	0	0	0	1	3	3	22	0	8	9	0	0	0	0	0	0	150	percent increase in velocity	0	?	100	plus % damage	25	plus % dam per level	0	?	0	?	charge to target Rhino-demon style (become missile) / do STR/10 damage	+20% damage	1	1	0	1	*Check	seq	50	15	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Blessed Aim	108	pal	0	0	1	6	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Might			0	0	0	0	2	3	1	24	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	75	% attack# bonus	15	% additional attack# bonus	0	?	0	?	aura adds 10% to attack number - PARTY	+10% attack number	1	1	0	1	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Cleansing	109	pal	0	0	1	3	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Prayer			0	0	0	0	3	3	1	38	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	30	min % reduction	90	max % reduction	0	?	0	?	aura - poison and curse durations are reduced - PARTY	further reduced	1	1	0	1	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Resist Lightning	110	pal	0	0	1	6	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0				0	0	0	0	3	3	3	28	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	35	min % resist	150	max % resist	0	?	0	?	aura - PARTY	additional radius/effect	1	1	0	1	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Vengeance	111	pal	0	0	1	3	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	18	0	0	0	0	Zeal			0	0	0	0	1	4	1	40	0	6	16	1	1	0	0	0	0	70	percent damage	6	percent damage per level	0	?	0	?	0	?	0	?	"adds 25% fire, 25% lightning and 25% cold damage to attack, +25 to hit"	+5% more	1	1	0	0	*Check	"overlayF, seq, multiple damage overlays"	20	10	8	8	0	0	0	0	0	cold	0	0	0	0	0	30	15	15	15		640	16000
Blessed Hammer	112	pal	0	0	1	2	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	1	none	0	18	0	0	0	0	Holy Bolt			0	0	0	0	1	4	2	32	0	6	20	1	1	0	0	0	0	4	Concentration influence in 8ths	0	?	0	?	0	?	0	?	0	?	"spiraling (unaimed) missile doesn't hit friendlies, double damage vs. undead"	+4 damage	1	1	0	0	*Check	"overlayU, hammer missile"	0	0	8	0	0	0	0	0	0	mag	12	16	8	8	8	0	0	0	0		640	16000
Concentration	113	pal	0	0	1	6	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Blessed Aim			0	0	0	0	2	4	1	34	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	60	% additional damage	15	$ additional damage/level	20	percent chance that attack will not be interrupted	0	?	aura gives 20% chance that an interrupting hit (hard hit) does not interrupt - PARTY	+7% chance	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Holy Freeze	114	pal	0	0	1	8	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Holy Fire			0	0	0	0	2	4	2	36	1	8	0	0	1	1	1	0	0	6	radius	1	additional radius per level	25	min% slowing	60	max% slowing	0	?	0	?	aura - monsters in radius are slowed (25%) and blued	bigger radius and more slowed	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Vigor	115	pal	0	0	1	1	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Cleansing	Defiance		0	0	0	0	3	4	2	26	1	8	0	0	1	1	1	0	0	15	radius	3	additional radius per level	50	% faster stamina recovery and max stamina	25	% additional stamina recovery and max stamina	7	min % speed increase	50	max % speed increase	aura boosts stamina recovery - PARTY	faster recovery	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Conversion	116	pal	0	0	1	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	24	0	0	0	0	Vengeance			0	0	0	0	1	5	1	30	0	8	4	0	1	0	0	0	0	400	duration of conversion (frames)	0	additional frames/level	0	min % chance convert	50	max % chance convert	0	?	0	?	"chance to convert target to fight for paladin, (Scale chance by monster level?)"	+25 frames effect	1	1	0	0	*Check	"overlayF, target monster pal white"	0	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Holy Shield	117	pal	0	0	1	3	*sd	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Charge	Blessed Hammer		0	0	0	0	1	5	3	42	1	8	35	0	1	1	0	0	0	750	duration of shield	250	duration/level	25	AC bonus	15	AC bonus per level	5	min % ToBlock Add	25	max % ToBlockAdd	"creates shield (equiped) AC=12,absorbs 5 damage form every attack up to 200"	"AC+2, absorbs +1"	1	1	0	0	*Check	"overlayF, Holy Shield component"	0	0	8	0	3	6	2	3	4		0	0	0	0	0	0	0	0	0		768	32000
Holy Shock	118	pal	0	0	1	4	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Holy Freeze			0	0	0	0	2	5	2	44	1	8	0	0	1	1	1	0	0	11	radius	0	additional radius per level	20	max light damage added	7	max light damage per level	0	?	0	?	aura fires a charged bolt at every enemy that enters radius	"additional bolt, bigger radius"	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	ltng	1	10	3	4	5	0	0	0	0		768	32000
Sanctuary	119	pal	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Thorns	Holy Freeze		0	0	0	0	2	5	3	46	1	8	1	0	1	1	1	0	0	5	radius	1	additional radius per level	150	% damage to undead	30	% damage per level	0	?	0	?	undead cannot pass into radius. This aura drains mana (slowly) !	additional radius	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	mag	8	16	4	4	4	0	0	0	0		768	32000
Meditation	120	pal	0	0	1	7	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Cleansing			0	0	0	0	3	5	1	48	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	300	% boost to mana recovery	25	% additional boost/level	0	?	0	?	aura boosts mana recovery - PARTY	"+5% boost, bigger radius"	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Fist of the Heavens	121	pal	0	0	1	7	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	4	0	0	1	0	0	0	0	1	none	0	30	0	0	0	0	Blessed Hammer	Conversion		0	0	0	100	1	6	2	50	0	8	25	0	1	0	0	0	0	6	holy bolts to release	1	holy bolts per level	0	?	0	?	0	?	0	?	target undead (not unique) is bannished 20%+ 5*(paladin level-monster level)	+10% chance	1	1	0	0	*Check	"overlayU, Hand of God"	0	0	8	0	0	0	0	0	0	ltng	150	200	10	12	14	0	0	0	0		896	64000
Fanaticism	122	pal	0	0	1	8	xxx	xxx	xxx	xxx	xxx	xxx	aura	sk1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Concentration			0	0	0	0	2	6	1	52	1	8	0	0	1	1	1	0	0	11	radius	0	additional radius per level	10	min% boost	40	max% boost	50	% damage boost	17	% damage bonus per level	aura boosts attack speed - PARTY	faster yet even	1	1	0	0	*Check		40	5	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Conviction	123	pal	1	0	1	6	!bw	xxx	xxx	xxx	xxx	xxx	aura	seq	5	1	1	1	0	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Sanctuary			0	0	0	0	2	6	3	56	1	8	0	0	1	1	1	0	0	20	radius	0	additional radius per level	30	% resist reduction	5	% resist reduction per level	40	min % AC reduction	100	max % AC reduction	reduce AC and Resistance of enemies in radius	min 0 resist	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Redemption	124	pal	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Vigor			0	0	0	0	3	6	2	54	1	8	0	0	1	1	1	0	0	11	radius	0	additional radius per level	10	min % chance redeem	100	max % chance redeem	25	HP and mana gained	5	HP and mana gained/level	"aura check every 2 secs for each dead body, destroy it, give mana and hp to paladin"	"bigger chance, more gain"	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Salvation	125	pal	0	0	1	8	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	1	0	1	0	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0				0	0	0	0	3	6	3	58	1	8	0	0	1	1	1	0	0	11	radius	2	additional radius per level	50	min % resist	120	max % resist	0	?	0	?	aura - PARTY	additional radius/effect	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Bash	126	bar	0	0	1	7	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	1	0	0	0	0				0	0	0	0	1	1	2	0	0	8	2	0	1	0	0	0	0	50	Damage % base	5	Damage % per level	1	Min Damage	1	Min Damager per level	0	?	0	?	<----- Make sure it works for any melee attack (including 2 weapons)	+ (skilllevel*5)% damage	1	1	1	1	*Check	?	20	5	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Sword Mastery	127	bar	0	0	1	0	1hs	2hs	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	2	1	1	2	1	8	0	0	1	0	1	0	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+2% to hit/level	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Axe Mastery	128	bar	0	0	1	0	1hs	2hs	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	2	1	2	4	1	8	0	0	1	0	1	0	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+3% max damage/level	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Mace Mastery	129	bar	0	0	1	0	1hs	2hs	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	2	1	3	6	1	8	0	0	1	0	1	0	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+3% min damage/level	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Howl	130	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	3	1	1	8	1	8	4	0	1	0	0	0	0	2	Velocity/level increase	1	Plev+Slev+n	24	Distance to retreat	5	Distance per level	75	Time to retreat	25	Time per level	all monsters in radius retreat if charlevel+skilllevel > targetlevel	"bigger radius, bigger retreat"	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	1000
Find Potion	131	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	1	1	0	0	0	0	h2h	0	1	0	0	0	0				0	0	0	0	3	1	3	10	1	8	2	0	1	0	0	0	0	0	min chance to find heart	100	max chance to find heart	30	Chance of finding a mana potion	10	Chance of finding rejuv	0	?	0	?	target a corpse for 5%+3%/skilllevel chance to get heart. Destroys corpse	better chance	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		256	3000
Leap	132	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	13	0	1	0	0	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	1	2	1	12	0	8	2	0	1	0	0	0	0	4	min distance	30	max distance	4	Knockback range	1	knockback range per level	0	?	0	?	jump as far as possible (within max distance) towards target square	longer range	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Double Swing	133	bar	0	0	1	5	1js	1ss	1jt	1st	xxx	xxx	seq	seq	11	0	1	1	1	0	1	1	0	0	0	0	0	0	h2h	1	6	0	0	0	0	Bash			0	0	0	0	1	2	3	14	0	8	2	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	swing 2 weapons in 1 seq move	-4% speed (faster)	1	1	0	1	*Check	?	15	5	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Pole Arm Mastery	134	bar	0	0	1	0	stf	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	2	2	1	16	1	8	0	0	1	0	1	0	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	-2% speed/level	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Throwing Mastery	135	bar	0	0	1	0	1hs	1ht	1hs	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	2	2	2	18	1	8	0	0	1	0	1	0	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+1 missile velocity/level	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Spear Mastery	136	bar	0	0	1	0	1ht	2ht	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0				0	0	0	0	2	2	3	20	1	8	0	0	1	0	1	0	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+.25 range/level	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Taunt	137	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	none	0	6	0	0	0	0	Howl			0	0	0	0	3	2	1	22	1	8	3	0	1	0	0	0	0	-5	% to hit for target	-2	% to hit/level	-5	% damage for target	-2	% damage/level	0	?	0	?	closest monster will fight until dead at -5% to hit and -5% damage if charlevel+skilllevel > targetlevel	-2% to hit and damage for target	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Shout	138	bar	0	0	1	8	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	Howl			0	0	0	0	3	2	2	24	1	8	6	0	1	0	0	0	0	100	% AC bonus for friendlies	10	% AC bonus per level	400	duration	50	duration/level	0	?	0	?	AC bonus to you and party members.	+20 duration	1	1	0	1	Test in multiplayer	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		384	3000
Stun	139	bar	0	0	1	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	12	0	0	0	0	Bash			0	0	0	0	1	3	2	26	0	8	2	0	1	0	0	0	0	30	Frames the target is stunned	5	additional frames/level	0	?	0	?	0	?	0	?	"Target is stunned for 4 frames, even on miss"	+2 frames	1	1	0	1	*Check	?	15	5	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Double Throw	140	bar	0	0	1	5	1js	1ss	1jt	1st	xxx	xxx	seq	seq	15	0	1	1	1	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Double Swing			0	0	0	0	1	3	3	28	0	8	1	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	Throw primary and secondary weapons in one move. Seq coming…	-5% speed	1	1	0	1	*Check	?	20	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Increased Stamina	141	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0				0	0	0	0	2	3	1	30	1	8	0	0	1	0	1	0	1	30	% stamina increase	15	% stamina increase per level	0	?	0	?	0	?	0	?	PASSIVE 20%/level bonus to stamina	20% more	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Find Item	142	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	1	1	0	0	0	0	h2h	0	12	0	0	0	0	Find Potion			0	0	0	0	3	3	3	32	1	8	7	0	1	0	0	0	0	5	min chance to find heart	60	max chance to find heart	30	% chance high quality	5	% chance magic item	0	?	0	?	target a corpse for 10%+5%/skilllevel chance to get item. Destroys corpse	better chance	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		512	8000
Leap Attack	143	bar	0	0	1	6	!bw	xxx	xxx	xxx	xxx	xxx	seq	seq	14	0	1	0	0	0	1	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Leap			0	0	0	0	1	4	1	34	0	8	9	0	1	0	0	0	0	4	min distance	30	max distance	100	Min % damage bonus	30	% damage bonus	4	Knockback range	2	knockback range per level	Leap to target monster (who is frozen in place!) and give it a quick Bash	more damage/range	1	1	0	0	*Check	?	50	15	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Concentrate	144	bar	0	0	1	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	18	0	0	0	0	Stun			0	0	0	0	1	4	2	36	0	8	2	0	0	0	0	0	0	70	Damage % base	5	Damage % per level	100	% AC bonus	10	% AC bonus per level	0	?	0	?	"Attack is uninteruptible (take damage, but don't interupt)"	AC/attack bonus while executing	1	1	0	0	*Check	?	60	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Iron Skin	145	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0				0	0	0	0	2	4	3	38	1	8	0	0	1	0	1	0	1	30	% AC bonus	10	% AC bonus per level	0	?	0	?	0	?	0	?	PASSIVE 15% AC bonus	+10%/level	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Battle Cry	146	bar	0	0	1	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Taunt			0	0	0	0	3	4	1	40	1	8	5	0	1	0	0	0	0	300	duration	60	duration/level	-50	% AC bonus	-2	% AC bonus per level	-25	$ damage bonus	-1	% damage bonus per level	all monsters in radius have AC=0 and do -25% damage for duration	bigger radius/longer duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		640	16000
Frenzy	147	bar	0	0	1	3	1js	1ss	1jt	1st	xxx	xxx	seq	seq	11	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	24	0	0	0	0	Double Throw			0	0	0	0	1	5	3	42	0	8	3	0	0	0	0	0	0	90	Damage % base	5	Damage % per level	20	min % run speed increase	200	max % run speed increase	0	min % attack speed increase	50	max % attack speed increase	"If Frenzy attack hits. Barbarian is 33% faster (attack and velocity) for 2 seconds, cumulative as long as you keep hitting"	"longer duration, hit bonus"	1	1	0	0	*Check	?	100	7	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Increased Speed	148	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Increased Stamina			0	0	0	0	2	5	1	44	1	8	0	0	1	0	1	0	1	7	min % speed increase	50	max % speed increase	0	?	0	?	0	?	0	?	adds to walk and run velocity	more adds	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Battle Orders	149	bar	0	0	1	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Shout			0	0	0	0	3	5	2	46	1	8	7	0	1	0	0	0	0	750	duration	150	duration/level	35	Base % increase	3	Increase per level	0	?	0	?	"Every party member within radius, always hits and for 2X damage (h2h and missiles)  for duration"	bigger radius/duration	1	1	0	0	*Check	?	50	10	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Grim Ward	150	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	1	1	0	0	0	0	h2h	0	24	0	0	0	0	Find Item			0	0	0	0	3	5	3	48	1	8	4	0	1	0	0	0	0	3	radius	1	radius/level	1000	duration	0	duration/level	10	Distance to run	60	Monster scare duration	"Target a corpse and turn it into a ""grim ward"", all monsters with radius turned scaredy cat for duration"	bigger radius/duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Whirlwind	151	bar	0	0	1	3	!bw	xxx	xxx	xxx	xxx	xxx	seq	seq	10	0	1	0	0	0	1	0	0	0	0	0	0	0	none	1	30	0	0	0	0	Leap Attack	Concentrate		0	0	0	0	1	6	1	50	0	7	50	1	0	0	0	0	0	-50	Damage percent per attack	8	Damage percent per level	1	Attacks per tick	0	?	0	?	0	?	"Barbarian rotates in attack mode (hold contact frame) while travelling to target location, hitting all in path. Uninteruptable and always gets to target, like ""charge"""	faster veloctiy/bonus to hit	1	1	0	0	*Check	?	0	5	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Berserk	152	bar	0	0	1	4	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	30	0	0	0	0	Concentrate			0	0	0	0	1	6	2	52	0	8	4	0	1	0	0	0	0	150	Damage % base	15	Damage % per level	25	min vulnerable duration	75	max vulerable duration	0	damage resist bonus	0	?	"(2X mastery curve) hit and damage bonus. Damage is ""Magic-type"". Barbarian has AC=0 and is takes 50% extra damage for duration."	less duration	1	1	0	0	*Check	?	100	15	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
