Class	namco	Type	Descriptor	BaseId	PopulateId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	NoOverlays	OverlayHeight	Velocity	Run	CanStealFrom	ColdEffect	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight	GenericSpawn	AutomapCel	SparsePopulate	Zoo	ObjectCollision	Inert
Druid Fenris	Druid Fenris	Druid Fenris		204		1	0	wf	0	0	2	2	3	0	3	5	10	1	50	0	12	12	12	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	hth	22	passiveness - think time between attacks	20	Walk prob	25	Chance to eat	24	max dist to target	30	run to boss range	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	314	0	1	292	0	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	88	0	49	65	99	0	1	0	0	0	0	0	0	0	0	0	74	98	107	0	0	0	0	0	0	0	0	0	0	98	130	116	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirit of Barbs	Druid Totem	Druid Totem		205		1	0	x4	0	0	2	2	2	0	2	6	6	0	50	0	32	32	32	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	20	walk away chance	30	Follow boss chance	30	Warp Range	20	Range to run to boss	0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	25	25	25	25	70	0	25	25	25	25	100	0	25	25	25	25	100	2	0	0	0	0	0	0	1	0	0	0	88	0	100	113	168	0	1	0	0	0	0	0	0	0	0	0	150	170	182	0	0	0	0	0	0	0	0	0	0	200	226	196	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heart of Wolverine	Druid Totem	Druid Totem		205		1	0	x3	0	0	2	2	2	0	2	6	6	0	50	0	20	20	20	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	20	walk away chance	30	Follow boss chance	30	Warp Range	20	Range to run to boss	0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	50	50	0	25	25	25	25	70	0	25	25	25	25	100	0	25	25	25	25	100	2	0	0	0	0	0	0	1	0	0	0	88	0	64	72	105	0	1	0	0	0	0	0	0	0	0	0	96	108	114	0	0	0	0	0	0	0	0	0	0	128	144	123	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oak Sage	Druid Totem	Druid Totem		205		1	0	xw	0	0	2	2	2	0	2	6	6	0	50	0	8	8	8	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	20	walk away chance	30	Follow boss chance	30	Warp Range	20	Range to run to boss	0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	25	25	25	25	70	0	25	25	25	25	100	0	25	25	25	25	100	2	0	0	0	0	0	0	1	0	0	0	88	0	28	32	42	0	1	0	0	0	0	0	0	0	0	0	42	48	46	0	0	0	0	0	0	0	0	0	0	56	64	49	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Druid Plague Poppy	Druid Plague Poppy	Vine Creature		206		1	0	k9	0	0	0	0	1	1	1	7	7	0	50	0	4	4	4	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100	delay between attacks	20	Vine attack range	25	Think delay	10	Steps to walk away	35	Min distance for warp	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	96	0	13	18	21	0	1	0	0	0	0	0	0	0	0	0	20	27	23	0	0	0	0	0	0	0	0	0	0	26	36	25	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Druid Cycle of Life	Druid Cycle of Life	Vine Creature		207		1	0	k9	0	0	0	0	1	1	1	7	7	0	50	0	15	15	15	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	50	delay between attacks	20	Vine attack range	25	Think delay	10	Steps to walk away	35	Min distance for warp	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	96	0	40	55	79	0	1	0	0	0	0	0	0	0	0	0	60	83	85	0	0	0	0	0	0	0	0	0	0	80	110	92	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vine Creature	Vine Creature	Vine Creature		208		1	0	k9	0	0	0	0	1	1	1	7	7	0	50	0	27	27	27	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	50	delay between attacks	20	Vine attack range	25	Think delay	10	Steps to walk away	35	Min distance for warp	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	96	0	69	96	142	0	1	0	0	0	0	0	0	0	0	0	104	144	154	0	0	0	0	0	0	0	0	0	0	138	192	165	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Druid Bear	Druid Bear	Druid Bear		209		1	0	b7	0	0	2	2	3	0	3	5	9	1	50	0	29	29	29	2	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	hth	15	passiveness - think time between attacks	40	Walk prob	50	Knockback hit chance	0		0		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	97	44	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	104	0	114	171	196	0	1	0	0	0	0	0	0	0	0	0	171	257	196	0	0	0	0	0	0	0	0	0	0	228	342	196	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eagle	Eagle	Eagle		210		1	0	eg	0	0	2	2	2	0	3	6	6	1	50	0	18	18	18	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	0		0		0		0		0		0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	4	8	0	100	5	10	100	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	96	0	36	58	95	0	48	4	14	93	0	0	0	0	0	0	115	184	102	0	4	15	138	0	0	0	0	0	0	199	319	110	0	5	20	183	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolf	Wolf	Wolf		211		1	0	40	0	0	2	2	3	0	3	6	6	1	50	0	7	7	7	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	96	0	16	25	37	0	8	2	6	14	2	6	14	0	0	0	46	74	40	0	2	6	20	2	6	20	0	0	0	79	127	43	0	2	7	27	2	7	27	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bear	Bear	Bear		212		1	0	TG	0	0	2	2	3	0	3	6	6	1	50	0	5	5	5	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	104	0	12	19	30	0	1	1	5	28	0	0	0	0	0	0	34	54	33	0	1	5	40	0	0	0	0	0	0	57	92	35	0	2	7	53	0	0	0	0	0	0													0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barricade Door	Barricade Door	Barricade Door		213		1	0	AJ	0	0	3	3	3	1	3	0	0	0	0	0	26	59	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	50	100	0	0	0	0	50	100	50	0	0	0	50	100	0	0	0	0	0	1	0	0	0	3	0	128	0	51	82	137	0	1	0	0	0	0	0	0	0	0	0	371	594	336	0	0	0	0	0	0	0	0	0	0	987	1579	551	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Barricade Door	Barricade Door	Barricade Door		213		1	0	AG	0	0	3	3	3	1	3	0	0	0	0	0	26	59	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	50	100	0	0	0	0	50	100	50	0	0	0	50	100	0	0	0	0	0	1	0	0	0	3	0	128	0	51	82	137	0	1	0	0	0	0	0	0	0	0	0	371	594	336	0	0	0	0	0	0	0	0	0	0	987	1579	551	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Prison Door	Prison Door	Prison Door		214		1	0	2Q	0	0	3	3	3	1	3	0	0	0	0	0	26	59	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	50	50	50	50	50	100	50	50	75	75	50	100	75	75	75	75	50	100	0	0	0	0	0	1	0	0	0	3	0	128	0	26	51	137	0	1	0	0	0	0	0	0	0	0	0	186	371	336	0	0	0	0	0	0	0	0	0	0	493	987	551	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Barricade Tower	Barricade Tower	Barricade Tower		215		1	0	tw	0	0	3	3	3	1	3	0	0	0	0	0	15	48	81	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	hth	0		0		0		0		0		1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	50	100	0	0	0	0	50	100	50	0	0	0	50	100	0	0	0	0	0	1	0	0	0	3	0	128	0	123	184	79	0	1	0	0	0	0	0	0	0	0	0	1210	1815	273	0	0	0	0	0	0	0	0	0	0	3554	5331	496	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	2	0	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1258	0	0	0	1
RotWalker	RotWalker	ReanimatedHorde		216	0	1	0	re	0	0	2	2	3	0	2	1	5	1	50	1	31	64	90	0	2	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	8	0	hth	10	Wake-up delay / 10	30	attack prob	30	Awake prob	20	Charge prob	0		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	293	0	1	107	43	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	70	0	0	0	0	0	70	50	0	0	0	100	70	2	1	0	0	0	0	0	0	0	0	0	72	0	73	109	198	899	45	6	17	87	8	19	58	0	0	0	483	725	442	6908	14	36	265	17	40	179	0	0	0	1184	1776	669	27818	25	66	496	32	73	334	0	0	0	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ReanimatedHorde	ReanimatedHorde	ReanimatedHorde		216	1	1	0	re	0	0	2	2	3	0	2	1	5	1	50	1	33	66	90	0	2	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	8	0	hth	10	Wake-up delay / 10	40	attack prob	30	Awake prob	25	Charge prob	0		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	293	0	1	107	43	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	80	0	0	0	0	0	80	50	0	0	0	100	80	2	1	0	0	0	0	0	0	0	0	0	72	0	77	116	210	1088	47	7	18	92	9	20	62	0	0	0	498	747	456	7909	14	37	274	18	41	184	0	0	0	1184	1776	669	27818	25	66	496	32	73	334	0	0	0	Act 5 H2H B	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 H2H B	Act 5 (H) Champ A	Act 5 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ProwlingDead	ProwlingDead	ReanimatedHorde		216	2	1	0	re	0	0	2	2	3	0	2	2	5	1	50	1	35	68	90	0	2	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	8	0	hth	10	Wake-up delay / 10	50	attack prob	30	Awake prob	25	Charge prob	0		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	293	0	1	107	43	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	90	0	0	0	0	0	90	50	0	0	0	100	90	2	1	0	0	0	0	0	0	0	0	0	72	0	82	123	223	1316	50	7	19	98	9	21	66	0	0	0	513	770	470	9056	14	38	282	18	42	190	0	0	0	1184	1776	669	27818	25	66	496	32	73	334	0	0	0	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
UnholyCorpse	UnholyCorpse	ReanimatedHorde		216	3	1	0	re	0	0	2	2	3	0	2	2	5	1	50	1	40	70	90	0	2	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	8	0	hth	10	Wake-up delay / 10	60	attack prob	30	Awake prob	30	Charge prob	0		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	293	0	1	107	43	1	0	0	0	0	0	0	0	0	0	255	255	255	20	0	50	0	0	70	20	0	50	0	0	100	20	0	50	0	0	100	2	1	0	0	0	0	0	0	0	0	0	72	0	93	140	255	2120	57	8	22	111	11	24	75	0	0	0	528	792	483	10368	15	39	290	19	43	195	0	0	0	1184	1776	669	27818	25	66	496	32	73	334	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DefiledWarrior	DefiledWarrior	ReanimatedHorde		216	4	1	0	re	0	0	2	2	3	0	2	3	5	1	50	1	42	70	90	0	2	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	8	0	hth	10	Wake-up delay / 10	70	attack prob	30	Awake prob	35	Charge prob	0		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	293	0	1	107	43	1	0	0	0	0	0	0	0	0	0	255	255	255	0	50	0	0	0	70	0	50	0	0	0	100	50	50	0	0	0	100	2	1	0	0	0	0	0	0	0	0	0	72	0	98	146	268	2565	60	9	23	117	11	25	79	0	0	0	528	792	483	10368	15	39	290	19	43	195	0	0	0	1184	1776	669	27818	25	66	496	32	73	334	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Siege Beast	Seige Beast	Seige Beast		217	5	1	0	ox	0	0	3	3	2	0	2	3	7	1	50	0	37	70	90	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	8	0	hth	40	hitpoint % to cause fear	50	chance to attack	1	chance to stomp	20	ideal dist from player	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	301	0	1	107	56	1	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	128	0	288	288	194	0	95	21	28	188	0	0	0	0	0	0	1760	1760	398	0	41	54	528	0	0	0	0	0	0	3948	3948	551	0	69	92	903	0	0	0	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CrushBiest	CrushBiest	Seige Beast		217	6	1	0	ox	0	0	3	3	2	0	2	3	8	1	50	0	38	70	90	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	8	0	hth	40	hitpoint % to cause fear	50	chance to attack	1	chance to stomp	20	ideal dist from player	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	301	0	2	107	56	2	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	1	0	0	0	0	0	128	0	295	295	200	0	98	21	29	193	0	0	0	0	0	0	1760	1760	398	0	41	54	528	0	0	0	0	0	0	3948	3948	551	0	69	92	903	0	0	0	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BloodBringer	BloodBringer	Seige Beast		217	7	1	0	ox	0	0	3	3	2	0	2	4	9	1	50	0	38	70	90	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	8	0	hth	40	hitpoint % to cause fear	50	chance to attack	1	chance to stomp	20	ideal dist from player	0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	301	0	3	107	56	3	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	0	0	0	128	0	295	295	200	0	98	21	29	193	0	0	0	0	0	0	1760	1760	398	0	41	54	528	0	0	0	0	0	0	3948	3948	551	0	69	92	903	0	0	0	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
